content,title
"

,
43

不知道你有沒有自己去日本幫人買過東西
這種「隨便買」反而是最難買的東西，要猜測別人的喜好很難
照自己的意思買又怕買到人家不喜歡的，買貴了也不好意思


基本上，我都不接受這種「你幫我隨便買就好」的委託
要避免雙方面的誤差，最好的方式就是

1. 指定種類（有圖有真相更好），有些朋友會指定店家（特典啦、價格啦）

2. 指定價格範圍，超過多少日幣就不要（尤其現在日幣匯率不穩），
   甚至有時候台灣的店要清庫存會賣得比日本便宜。這些都要考慮

3. 不期不待，沒有傷害：不要期望一定能買到。因為去的人不一定有時間到處找
   有時間到處找也不一定有貨，有貨價格也不一定滿意



再來，請人家幫忙帶體積大/重量重/怕壓傷的東西是很不道德的XD
因為飛機的限重就是那麼多，要塞行李箱很難保證不會壓到，
體積大佔空間就表示要犧牲放其他東西...



--
朝霧流浪漢的ACG流浪:

        ,

--
,◆ From: 203.196.98.24
",Re: [閒聊] 雖然我同學應該不是故意的
"
,
這件事應該年初就討論的很仔細，既然eega要翻譯我就不想寫太多，這些名詞在
1995年前後應該就在雜誌上提過了...

*H-game：最狹義的、以性交表現為特色的遊戲

*美少女遊戲：主力為H-game，但還有其他的系統在內的更大一個集合

*GalGame：比上述更大的集合，定義更含糊，
較多的說法是「抽走女性角色是否還能成立遊戲賣點」為區分

（注意中文wiki把美少女遊戲和GalGame目錄編錯、混在一起）

*キャラクターゲーム：以有無明確版權使用為區分

這四個名詞是最常被弄混的

--
,  ,███████████████ ,  ,
                                                        ,
,「紳士(ㄅㄧㄢˋㄊㄞˋ)與淑女（ㄈㄨˇ ㄋㄩˇ）的優良社交場所？」
                          ,

--
,◆ From: 220.133.61.8
",Re: [問題] 請問Hgame和galgame的差異
"
無聊來把我喜歡的系列整理一下...用作曲家或作品整理一下
有些不是戰鬥音樂...算有點離題XD

作曲家 , 熱血戰鬥動畫音樂代表人

By xxray (驕傲是自卑的反應)
トップをねらえ! ～Fly High～ (1988)
,
,
By jeanvanjohn (尚市長)
【機動武闘伝】 我が心明鏡止水～されどこの掌は烈火の如く 【Gガンダム】
,
,
作品超多:如One piece、勇者王
實在不知道怎麼貼的那種...但是上面兩首已經確定他有鬼哭級的實力了...
貼一個很奇怪的作品
ロザリオとバンパイア
,
這首比較像他的戰鬥風格代表
因為後期比較少作曲熱血的情況就是了...真是可惜了人才

作曲家  , EVA

By Gwaewluin (神無月 孝臣)
Neon Genesis Evangelion OST 1 - Decisive Battle
,
,推文提供的清晰版本
推 abxgjm:這清楚一點,
,
其實除了EVA、Bleach外應該很少人會認識他的其他作品
(一兩個作品就夠紅了啦)

, 原作

By windfeather (W.F)
,
,
海貓的音樂不用說了吧...但網路上相關資訊極少
還有不要叫他""神""作...會引起別人反感吧...說好聽就好

作曲家 ,  SquareEnix音樂代表人之一

By windfeather (W.F)
,
,『四魔貴族バトル１』，RPG史上極為經典的戰鬥曲之一

日本遊戲界戰鬥音樂代表人之一，聽完他的音樂除了感動還是感動
youtube上面找不到他的大集合
,
就只好貼nico的了
(非原音...有些人比較喜歡原音重現)

カルドセプトシリーズ
其實他這個作品的音樂也很棒...只是都被大家忽略了

作曲家 ,  動畫音樂代表人之一

By Yanrei (大小姐萬歲！)
「目覚め」
土豆網的就不提供了XD
推 HiverLaurant:,
,
梶浦由記有專版...很難用三十字以內說明她的豐功偉業
如果想了解她的音樂的人...入門我覺得以舞HiME真的是最適合的
戰鬥風格的音樂真的是比較偏女性而典雅的風格

作曲家 ,  日本電玩音樂界音樂代表人之一

By chikasa (Flag/Rumble Night)
Tales of Phantasia music - Fighting of the Spirit
,
,By judgewing (斷罪之翼)
,
,
By Yanrei (大小姐萬歲！)
The first unison
,
,Turn over a new leaf
推 jeanvanjohn:,
,
看到他的電玩作品歷程也是真的會哭
不過真的大紅我覺得非TOP莫屬
之後的固定班底為銀河遊俠系列、Tales系列、Valkyrie Profile系列
而女神戰記一代真的是我覺得的高峰之一，連他自己都很難跨越...
當進入最後的丘陵戰場時
The first unison給我的感覺只比當年的Chrono Trigger
進入上古魔法世紀時的音樂(時の回廊)震撼度低一點

作曲家 ,  Atlus社代表音樂作曲人之一

By judgewing (斷罪之翼)
全ての人の魂の戦い
,
,
By Profaner (最近的五月 嗆無極限(茶))
Persona4 - Reach Out To The Truth
,
,
日本遊戲業界內少數將R&B風格以及時尚流行感帶入遊戲的作曲家
因此在ペルソナ3時嶄露頭角(含歐美國家...因為當時ペルソナ3也在歐美紅了)
可以算是日本近期遊戲音樂風雲人物之一

另外補充一首ペルソナ3 FES的一首曲子，很能代表他的作曲風格
闇
,
,
作曲家 ,  Konami社代表音樂人之一

By CHCOOBOO (天滿命)
プロローグ
,
,
提到惡魔城，就一定會提到史上最經典作品之一 - 悪魔城ドラキュラX~月下の夜想曲~
山根ミチル雖然後來有繼續為惡魔城作曲...但經典程度絕對不及此作品
是難以跨越的高牆
講到這個作品我也要推薦一首
悲境の貴公子
,
,超愛這首...喜愛程度跟逆城音樂不相上下

另外這首不是山根ミチル的作品
但也是惡魔城經典代表曲子之一
Bloody Tears
,  (放上的是S.S.H.的混音版本)
,
作曲家 ,  SquareEnix音樂代表人之一兼元老之一XD

我不知道要怎麼介紹他啊~~~
仙水:太完美了(被打飛)

,

我希望能用這個連結說明全部...
補充兩個
FF7 AC對巴哈姆特場景...是導入搖滾元素(黑魔導樂團)後的植松伸夫進化最高峰...
全曲完全配合場景畫面、分鏡、節奏...一次呵成
以及PSP遊戲 DFF的開場音樂...簡直熱血到炸掉...
音樂的曲子和遊戲主題""秩序與混沌""完全體現...

,  多人作曲

也是大家熟知到不行的東西啊
太陽は昇る
,
,
不知不覺又濕了...
「Reset」~「ありがとう」バージョン~
大神 白野威
太陽は昇る
這大概是遊戲史上最強的三連combo之一了...

,

只談原創音樂部分...
喜歡的太多了...算是蠻厲害的眼鏡社
Alpha第一次出現的運命の矢也是讓我很震撼
qk2007:, 運命の矢
,
其於的就不貼了...族繁不及備載...
另外這個不貼我也不是人...
ダークプリズン -Dark Prison-
,
,
, 相關作品

Ys -the Oath in Felghana より バレスタイン城
,
,
Ys Seven - Desert of Despair
,
,七代最喜歡的一首(也只喜歡這首(爆))

ZWEIⅡ - この瞬間に全てを賭けて
,

大概介紹一下而已，這間公司的音樂一直都有水準之上...
小廠音樂表現贏過一堆大廠...嗯...其他公司要加油XD

作曲家 ,  日本動畫既電影作曲家

By HiverLaurant (Idolfried Ehrenberg...)
葉問 - 一代宗師
,
,傀儡謡-陽炎は黄泉に待たむと
,
,
也是很難介紹的一位...總而言之就是以作曲家戰鬥力來說他也可以打十個沒問題

Gundam 00 - Fight
,
,如果硬要說...他還有個作品也是戰鬥音樂很熱血的作品
ひぐらしのなく頃に = 超熱血(無誤)
但音樂不好找...放棄-.-

,  是KOEI的...不是戀姬

真三五OP
,
,
邪馬台の戦い
,

戰無1~3  小牧長久手
,

說到無雙系列最讓我推崇的一定是他的音樂(還有女角)
這也是到現在戰國Basara到現在一直沒辦法超越的地方
上面三首已經足以說明這個遊戲的音樂水準是超水準了

作曲家 ,  日本動畫作曲家之一

其實我想介紹天元突破 螺嚴篇內的OST運用
但是資料好難找...不知道該怎麼找起
反正這個作品也是有熱血戰鬥音樂因素
不過似乎變成走歐美風格的熱血了XD



以上大概就介紹到這樣  (再寫下去就沒完沒了啦XD)
因為今天主題是熱血戰鬥曲
所以並沒有全部作曲家或作品都提到
其實還有很多很多遺漏的小作品等等的
如果大家還有提到些我知道的Title
我會再看看要不要補充(沒時間寫XD)

P.S  日本有位同人編曲家叫做埼玉最終兵器(S.S.H.)
     他有將許多舊時代遊戲音樂重新編曲作成較現代的電子樂
     也都是熱血到不行的戰鬥音樂，如果有興趣可以自行蒐尋他的相關資料

P.S2 我只是想脫離赤貧才發這篇文章的XD

--
,◆ From: 59.115.180.183
",Re: [閒聊] 令人印象深刻的戰鬥配樂...
"
,

簡單來說就是VA的社長馬場對於有人在NICO實況クドわふたー這件事不滿

警告說要提告和求償......

---
馬場的作風原本就是屬於比較強勢

而且他是那種就算不喜歡該項目 但是發現有商機就會去搞的那類120％的商人

所以能挖掘出很多所謂的人才 但是在很多方面也會引起很多爭議就是...

當然在生放送上面播映遊戲實況本來就是會有一定的風險

看廠商是要睜一隻眼閉一隻眼還是要怎樣


嘛......我是覺得雖然這次是玩家理虧在先

但是其他人對馬場會怎麼想呢...我想應該蠻明顯的不用多說了~

--
                                  ,
                    ,
,
                                 ,

,

--
,◆ From: 123.192.122.95
,
動かぬ証拠そろえて告訴したら受理されるし、その場合「複製権」「上映権」「公衆送
信権等」「頒布権」侵害で刑事で１０以下の懲役または１０００万以下の罰金、それと
プラス民事で損害賠償請求。
とてもじゃないけど合わない厳しい処罰だよ。

他是這樣說啦......
",[閒聊] 實況遊戲要小心了......
"
東京都副知事對青少年條例的Twitter發言

猪瀬直樹是東京都副知事，也寫過很多日本社會有關的書。
他上Twitter發言，也提到東京都青少年健全育成條例的事。
Twitter的特點就是直接(不經過別有用心的媒體)看到重要人士的發言。

猪瀬直樹Twitter發言集
,

關於東京都的條例，非常被引起了誤會，那條例不是表現限制。
不少人不懂條例發言。對於畫漫畫・出版書籍・賣給18歲以上的人，
都沒有任何限制。
11:21 AM Mar 30th web

@inosenaoki 東京都の条例について、ほとんど誤解されているが、
表現規制ではない。知らないで言っている人が多い。漫画を描くこと、
出版すること、18歳以上の人に販売することについて、いっさい
規制されない。 11:21 AM Mar 30th webから

那麼所謂的“18禁”書籍在台灣如何流通?
我以前去過台北的同人誌專門店時，
那家店好像受到嚴打懲罰，沒有18禁的商品。

“18禁”書籍在台灣有什麼限制或規矩?
比如說：“18禁”書籍要放在尼龍袋子裡。店員看到外觀未滿18歲的客人
拿18禁書到收銀台，店員要客人給店員看年齡證明卡。
台北比其他縣市限制嚴格etc...

sepatakurou
,
,
,

--
,◆ From: 220.148.116.66
",[問題] 東京都副知事對青少年條例的Twitter發言
"
,
來認真一下。

Alchemy譯成鍊金術的確和本意不合，Alchemy的字源是古法文的「alke-mie'」和阿拉伯
語的「al-kimia」。

原意很簡單，即「形態變化的學問」。

鍊金術有關的理論大概有.......

一、赫密斯思想：簡單來說鍊金術不只是物質變化的學問，而是和創世有關的偉大秘法
                (Ars Magna，或譯為大衍術)。 (這概念在ACG中被多次引用)

二、四元素說：可以說是鍊金術的核心理論之一，萬物均由四個基本元素形成，只要改變
              比例就能變化物質。

三、神秘學思想：鍊出不同金屬只是偽裝，鍊金術的最終目標就是把帶罪的人類鍊成完美
                無缺的人類。 (鋼鍊的人造人)

四、煉丹術：中國的鍊金術，事實上有一說鍊金術是由中國的煉丹術傳去歐洲而變成的。
            簡單來看就是追求長生不死的思想。

譯成鍊金術的確是漏了不少東西，但好像也沒什麼比較簡單扼要的譯名了。

--
「你要我做什麼？我不能......哦，可惡......」哈普羅一把抓住本資費，他正徒勞無功
地想把自己和雷桑拉上飛船。「你那隻龍呢？」哈普羅把老人拉上來，焦急地問他。

「基隆？」本資費像個被嚇呆的貓頭鷹，對著哈普羅猛眨眼睛。「好主意！聽說那裡的夜
巿不錯── 」
　　　　　　　　　　　　　　　　　　　　　　　　　　　　死亡之門─精靈之星

--
,◆ From: 122.117.43.145
",Re: [問題] 是鍊金術還是煉金術
"
如果家裡是用MAC電腦的人想實況
一定會碰到這樣的情形

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

啊～裝好FME了（為什麼我一直要打成FHM...)
選擇DEVICE～啊
怎麼只有內建視訊....囧

那沒辦法，只好來播歌啦
選擇AUDIO DEVICE....

E04
怎麼還是只有內建MIC跟LINE IN啊
選那個都沒聲音啊.....
算了不弄了啦（怒）

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

以上為小弟我二天前的心情寫照XDDDD
也許版上用MAC的人不多
不過應該仍然有像我一樣的使用者
弄了半天仍不得其門而入
所以在這裡分享一下
個人所使用的是賈斯汀

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

1.準備FME及賈斯汀的設定檔～

我想這裡不用說明了吧，網路上有很多文章
WIN版跟MAC版設定方式相同，下載裝好
選好賈斯汀的參數就好

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

2.下載免費軟體Cam Twist

這個是可以模擬桌面為視訊的軟體
簡單說就是跟SCFH類似的軟體
裡面可以自行裁切要的大小
也可以指定視窗
指定後，上面不管有沒有覆蓋別的視窗
視訊內容都不會變喔～

安裝執行後，裡面有個DESKTOP+
選好之後按底下的select
然後在右邊的setting裡
full screen 不勾
confine to application window 要勾
再從下面的下拉選單找你要直播的視窗
要是有重開新視窗，記得按refresh再選，不然不會出現

再回到FME
VIDEO項下的DEVICE就會多一個CamTwist可以選了
選好後應該就會看到你要的畫面了
畫面大小跟流量就不再重覆說明，請參照精華區

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

3.音訊部份

音訊這裡要分成兩項，因為MAC的聲音輸出跟MIC是分開的
也就是說，它並沒有WIN下的“立體聲混音“的項目
主要是為了避免回授（回音）的問題
輸出孔是不會有MIC的聲音，所以我們要分兩個部份解決


3-1系統音效

也就是像ITUNE的音樂，模擬器的音樂
所有從喇叭放出來的聲音
請安裝SOUNDFLOWER
安裝後執行，右上工作列會多出一朵小花
請到系統偏好設定－＞聲音
將輸出改到soundflower
2ch或16ch都可以

設定好之後，回FME
audio的DEVICE改成soundflower
OK，這樣子FME的音量應該就會開始動了（有放歌的狀況下）
但是，喇叭應該就會發不出聲音
所以，我們再按一下右上的小花
把2CH（或16CH，看上一步的輸出改到那一個）改到buil-in output
OK，現在自已也聽得到了

3-2 MIC輸入

一開始沒辦法用的時候，小弟我可是打字實況了三天
RPG還好，像冒險島這類，就不得不暫停打字
爽度及流順度銳減啊～囧

請服用Lineln
安裝後執行
簡單兩個選項
InPut from請選你的MIC（built-in MIC)
OutPut to請選“soundflower 2ch(或16ch，同3-1的設定）
然後按下PASS THRU
MIC的聲音就會從喇叭輸出
不過到這裡之後建議戴耳機，不然有可能會有回授（回音）的問題

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

4.音量平衡

這個就簡單啦，你要實況什麼，就調什麼的音量
EMU太大聲，就從EMU裡面調，調系統輸出的也可以
MIC太大聲，請從系統偏好設定－＞聲音－＞輸入裡調

＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝

附上相關下載連結

CamTwist     ,
LineIn       ,
soundflower  ,

如果需要的話我可以做個影片教學
有需要的推一下吧
超過5個我就來做吧XD


--
,◆ From: 111.240.46.178
",[閒聊] 用MAC系統想實況的來看一下囉～
"
,:
,
認真回一篇好了

如果主題是一些比較專業的工作領域或是比較偏遠不熟悉的地區

外出取材則是有其必要，總不能連記憶體、硬碟和隨身碟都分不出來

就要畫建國商場日記吧XD

比方說二宮知子在『綠色心情』連載時就去群馬、栃木等農業鄉鎮取材

當然也在後記中自己吐嘈說是關東地方名酒之旅XXD

最好笑得是老公喝到快掛了，老婆才說自己娘家就是農家不用去取材。。。XD
（二宮的『平成酒醉研究所』到底會不會出啦。。。牛姐的百姓貴族都賣那麼好說）

之後『奇想野田廢』也是取材的很凶狠，幾乎所有古典的專業都去問過了

漫畫版每一本的後記特別感謝的名字越來越龐大是怎樣。。。

當然啦，這大部分都是在連載開始前就要做好的功課

如果常常連載中間又跑去作功課。。。。。

--
,     ,       ,
,    ,    ,  , ,
,   ,  ,   ,
,   ,  ,  ,
,    ,◥,◤,    ,◥,◤,  , ,
,      ◥,      ◢,

--
,◆ From: 61.64.146.222
",Re: [閒聊] 作者出外取材 都會去外國嗎?
"
,
作者: ritud (小風) 看板: GameDesign
標題: Re: [請益] 遊戲設計系所的選擇？
時間: Tue Jun  1 22:14:49 2010

應該說……

我每隔半年左右，都會回頭檢視這段日子以來我學到or獲得了些什麼，
目前，我也在遊戲公司擔任企劃，但是在我這次檢視的時候，卻發現獲
得的和我仍是學生，或是獨立製作者時都要來得少。

當然，在業界有在外頭學不到的實務，比方說如何和程式溝通、功能要
怎麼規劃、規格要怎麼開，等等之類的東西，但是在其他方面─

因為工作時間的關係（我已經不常加班了），我能拿來閱讀、接觸新事
物的時間被壓縮到少得讓我有些焦慮，在平日，我一天的行程是這樣的
：早上八點二十五分出門，晚上七點出頭到家（滿早的吧？），吃個晚
餐後大約八點，花一些時間逛逛巴哈和PTT ，看看新聞、自己的Case或
在玩的遊戲有啥文章，快九點的時候出門運動一下，在接近十點時結束
，然後，十點到十二點，手繪、粒子特效、影像處理、Ruby程式語言、
獨立遊戲製作，我已經需要取捨；更別說我大學是念英文，兼修一點日
文，現在卻覺得腦袋越來越空；至於其他雜學，等哪一天有空再看看…
…

先排除一些主觀的「覺得」，我分享一下我看到的「結果」，台灣的國
產遊戲，從單機做到線上，從2000年做到2010年，各位覺得在遊戲的本
質上有什麼新的突破沒有？在我看來，是乏善可陳，單機遊戲，10年前
出現過的指令，10年後還是一樣，而且整體而言幾乎沒有改變，某方面
來說這簡直不可思議。而網路遊戲，Casual我不熟，但是MMO ，顯然一
家大賺之後，其他公司便開始仿效，這嚴然已成一種不可逆的風氣，至
少我還沒看到有哪家推出比較「不一樣」的。

當然從營運的觀點來看是沒什麼問題，不過就我的「自我檢視」來看，
問題很大。我看到了自己的停滯、看到了企劃和程式同事的桌上，以及
辦公室後面的書櫃上放了一堆書籍；美術同事的桌上放了一堆繪本，然
而─

那些書籍被翻閱的次數，恐怕五根手指數得出來（最多的，是美術的繪
本，所以我猜在業界進步最多的應該是美術）。

如果這就是「結果」，那麼即使繼續待下去，大概能隨著年資的提升使
得薪水和履歷更加漂亮吧，但是，最終可以產出一個，像我自己獨立製
作一樣，能向他人自豪地推廣的作品嗎？

只當成是個工作的話，其實我很喜歡現在的環境，不過我想在心裡仍存
一點點熱血的時候，盡量完成一些還能夠做的事。

--
自創RPG遊戲─勇者物語：世界樹之心
,（巴哈連結）
勇者、騎士、公主、賢者，喚起您對遊戲最初的感動！

戰鬥影片：,
,
--
,◆ From: 118.160.169.70
,
--

奶嘴，看的出來嗎 ?

妮趴~☆

--
,◆ From: 192.192.13.101
",[轉錄]Re: [請益] 遊戲設計系所的選擇？
"
中文好像 煉金術 跟 鍊金術 都有人用
但是日文就只有用金字邊的鍊金術而已

煉 是用火燒來萃取精製的工程 像是冶煉 提煉 煉鋼...等等
但是在金屬上的方面時 也會用金部的鍊 例如鍛鍊 錘鍊...

中國道教的煉丹都是用火部的煉 像西遊記裡孫悟空就被關到八卦爐裡要煉成丹
西方的Alchemy都是想用金屬煉成黃金
或許是這樣所以 煉金術 鍊金術 的翻譯都有

日文可能是沒有火部的煉這個字 所以連煉丹術在日文網頁都變成金部的""錬""
而且右邊都變成""東""而不是""柬"" 這些日本ACG中的詞來到台灣時也都翻譯成金部的""鍊""

可是金部的鍊本身還有鏈條的意思 像是項鍊,拉鍊...
所以其實用""煉""是比較好的

而教育部辭典網頁裡面這樣寫:

「煉」與「鍊」二字於燒熔﹑煉丹義雖相同，字亦多可互用，但某些詞在用法上各有習慣
，如「煉油」不作「鍊油」﹑「煉乳」不作「鍊乳」。

還有煉獄(purgatorium)也不會寫鍊獄 但是Alchemy在中文恐怕鍊跟煉就永遠無解了

--
,◆ From: 114.37.107.47
",[問題] 是鍊金術還是煉金術
"

是的 看到這帳號就是
在下又來整理一下龍虎的告白場

首先是龍兒
,
,

為了留在大河的身邊而對她說出的龍虎告白
為了留在大河身邊 自己要成為龍 陪伴在掌中老虎的身邊

,
,

被笨拙的大河推下寒冬的橋底
用無法誤會 無法察覺的話語一擊討取

,


小說這部分同樣感人
*
,                              by高須龍兒
*

接下來就是龍虎三美姬了

首先是小実

,
,

動畫和小說這段大同小異 由衣的配音很GJ

追逐跑出教室的大河 為了推龍虎一把吐露衷曲的実乃梨

*
,
                                                                by 櫛枝実乃梨
*
亞美在下選的是這一段
25話的TV原創橋段
,
,

其實亞美美選這橋段有點曖昧 不過她本來就沒有真的告白場....
大河和亞美總是羨慕著對方擁有的東西
亞美羨慕著大河即使毫無偽裝 卻還是有朋友 甚至還有深愛著他的人

但是只要有一個人認同他的本質 她就不會迷失在虛假的評價和讚賞之中
以這種心情說出這句話

這是在下覺得非常棒的一段 TV補玩了小說我覺得不足的地方
特別是亞美欲言又止 最後小実衝進來露出的真誠笑容 充滿了餘韻


大河的話
,
,

這部分動畫做得好快...小說大河可是說了一堆話
不過補完小実和亞美和好場面也不錯

*
,

,      By逢坂大河
*

小說最後大河非常甜 但是我還是非常喜歡這段XD
這段龍虎兩人終於願意正視彼此之間的感情 面對彼此之間的問題
打算永遠一起的走下去


差不多就這樣吧.....嗄? 北村? 這...會長副會長宮配怎麼樣都好吧 ( ′-`)y-～


題外話
最近聽從版友的建議 把文章貼到論壇類網站加深推廣範圍

結果網頁滾輪滾不完我才發現
原來我無意識之間寫了這麼多字啊....(小実那篇還5000多字=""=)

看的人也很辛苦吧 Orz

--
,
,
,

 ,
     ,   ,

--
,◆ From: 140.113.139.225
,幫閣下補個兩張普遍級... , ""看到了吧....?""
,                        , 亞美的花嫁
",Re: [閒聊] 告白時的名台詞
"
,
這是最新的5.0玩家對戰影片
,
,

遊戲討論區中也有些玩家發表遊戲感想或角色分析，大家可看一下XD
,


另針對一些常見的玩家建議做個回覆：

1. 過場劇情跳太快?

下一版會改成按鍵跳過劇情的方式


2. 彈牆後不能浮空或叩地?

因為彈牆效果的招式判定都滿強的(子路中段踢、老子氣功砲等)

所以原先這樣設定是為了避免過度爆血(子路的多擇技鎮滄海不能接浮空也是同樣道理)

之後會再考量是否更動，以讓大家都能盡情連段XD


3. 練習模式?

下一版會於VS模式中多加個練習用角色

練習用角色能力為自動補血+讓雙方氣滿，以讓大家可盡情練習XD



如果有其他建議或感想，也很歡迎大家於討論區中留言或推文

謝謝^^



--
,
,

--
,◆ From: 140.116.138.181
",Re: [倫語] 倫語格鬥 Ver 5.0 - 傲嬌子張登場
"

希恰村物語終於畫完了\@@/

本人並不擅長編劇
對於沒台詞的演出人員先說聲抱歉 m(_ _)m


先談談第一話 歡迎來到ANSI神社
以版友們作為題材的故事裡作者本人怎麼能不下海呢XDD
這話試水溫的成分很大 沒什麼好提了XDD


第二話 高龍傳說
高龍的故事我想很多人知道
這話開始加入BGM效果極好=w=b
作後我還蠻想知道翔子有沒有看這篇


第三話 我的妹妹哪有這麼可愛！
其實我很不擅長妹系作品..
所以在BGM方面下功夫XDDD


第四話 瘋法與他的愉快夥伴們
熱血動作回 這篇構想分鏡實在是很令人頭痛
不過我很喜歡瘋法放黑洞那一幕
大拉芙登場也很燃XDD


終回 星塵繼承者
以最終回來看這篇實在很不及格..
不過我已經燃燒得差不多..


希恰村物語最大目的是支援洽萌會外賽
請大家投給希恰村物語吧\@@/

至於有沒有第二季就要看是否有劇本XDDD
希恰村物語最大優點就是作畫穩定阿XDDDD

--
 ,
 ,/ ,
 ,
 ,
 ,
  ,

--
,◆ From: 118.165.205.41
",[閒聊] 希洽村物語 心得
"









                                    ,















                                ,




                                                        ,
                                                           \
                                                           ,
                            ,
                     ,\            \           ,
                     ,￣￣,
           ▄▄    , ◣,/,▃       ◣
         ,    ,
       ,▄   ,▄,\    ,▄,  ,
           ,  ,▄◣   ,/,\ , ,§           ,
        ,￣,
,
,








                        ,




                 ,
         ,/                         ,
         ,
         ,
         ,
         ,                         ,
          ,
,                          ,
,                          ,







                               ,



                   ,
                   ,
                   , /                           ,/
                   ,
                   ,
                , ,
                    ,                               ,

                               ,




,
,
,
,  

故事接近尾聲了 = w = b


--
 ,
 ,/ ,
 ,
 ,
 ,
  ,

--
,◆ From: 118.165.205.70
",blueccc
"


很冒昧打擾大家,
想找一位借錢給我卻連絡不到的大哥


一位自稱是清華大學學生的型男大哥,長得帥帥的,無染髮
,
黑色襯衫,黑色球鞋,體型很結實,看得到胸肌的線條
(我不是色狼啊,只是剛好看到胸部啦 >///<)

幫我出了""大筆的""車錢讓我回家,有留給我手機095875XXXX
但是我打他手機打不通,現在沒辦法還他錢
大哥的綽號是阿巧,他說他有上ptt,什麼動漫的洽特板
當時不是聽很清楚,不知道是不是這裡
但是我沒有上ptt,只好借朋友的分身來這裡貼,
如果違反板規,還請見諒






以下是心得

我是第一次從宜蘭上來台北參加FF,很囧的遇難了

只來第二天,有出cos,
所以請哥哥帶我過來,後來哥哥有事先走
後來我看時間晚了,打算換好衣服回去的時候

突然發現:""我的包包不見了!?""

記得都跟行李放在一起黑色小手提包不見了

我在之前休息的角落找了又找,都沒有看到

手機還在,我打給哥哥,也一直都打不通


當時我很害怕,台北我完全不熟,一個女生在外又沒有認識的人

如果找不到錢包就回不了家

最糟的情況打給爸爸來接,下次大概也不用來了

我在那附近找,剛好旁邊有個大我一點的女生一直在那邊休息
只好厚臉皮去請教她,看看有沒有看到我的黑色包包
(女生找女生問比較不害怕)


我才剛走過去,旁邊那個大哥反而先問了我:你在找什麼嗎?
我就硬著頭皮把包包的事跟他說了
後來發現他是女生的哥哥,結果他們兩個就一起幫我找了
那個姊姊一直安慰我,叫我不要怕,然後大哥很風趣的邊找邊跟我聊天



後來,還是沒找到,只好打電話回家
結果家裡還沒人,哥哥手機還是不通,我很害怕,我可能要露宿街頭

我不斷想,我要怎麼厚著臉皮,去借個車錢回家
阿巧也說看來沒辦法了,只好先報失

接著,沒想到阿巧接著就從皮包掏出2000塊塞給我(嚇)
問我說這樣應該回得了家吧?
他說萬一沒找到的話,去報失,吃頓飯跟回家應該也要花一筆錢吧

我愣住了,很高興又很害怕,高興阿巧大哥居然能幫我到這樣
卻害怕這麼大的金額該不會是詐騙

但是應該沒有詐騙集團拿給你錢轉頭就走的吧?他甚至沒說要怎麼還他
只說他們只能幫到這邊了,有事要先走,祝我找到並玩得愉快
我趕快追上去至少要個手機,之後能把錢還他

當時心頭一陣暖意,眼淚都快要掉下來了
不過我還是忍著眼淚去報失,最後順利回了家





原來東西是被我的白癡哥哥放到他背包裡了,然後手機都不接,害我嚇個半死 = =
包包有順利拿回來,結果換阿巧大哥的手機打不通了orz

所以附上跟他聊天時得到的資訊,希望能找到這位好心的大哥 Q.Q

--
,◆ From: 114.34.224.66
",[尋人] FF16一位黑襯衫的好心大哥
